,prev_file,filename,cell_type,xmin,xmax,ymin,ymax
1617,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00191.jpg,114.jpg,RBC,49,171,62,195
946,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00254.jpg,66.jpg,RBC,330,434,258,368
3485,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00145.jpg,259.jpg,RBC,239,342,265,357
4532,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00293.jpg,337.jpg,RBC,544,640,88,191
1523,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00312.jpg,107.jpg,WBC,78,323,275,480
3266,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00101.jpg,241.jpg,Platelets,271,308,413,447
1590,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00011.jpg,111.jpg,RBC,404,498,291,394
2349,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00214.jpg,170.jpg,RBC,32,135,272,377
753,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00014.jpg,54.jpg,RBC,336,406,1,93
3952,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00271.jpg,293.jpg,RBC,562,640,278,373
2050,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00028.jpg,148.jpg,RBC,553,640,1,104
2113,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00108.jpg,152.jpg,RBC,185,276,429,480
3813,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00302.jpg,283.jpg,RBC,99,217,391,471
2756,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00400.jpg,199.jpg,RBC,362,470,203,303
3962,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00271.jpg,293.jpg,WBC,183,380,60,264
4862,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00106.jpg,362.jpg,RBC,395,486,4,96
44,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00234.jpg,3.jpg,RBC,137,242,69,164
4769,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00357.jpg,355.jpg,RBC,409,499,85,173
3273,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00232.jpg,242.jpg,RBC,137,242,44,151
4014,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00081.jpg,299.jpg,RBC,239,343,174,270
326,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00375.jpg,25.jpg,RBC,534,636,37,124
4858,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00326.jpg,361.jpg,WBC,209,460,267,480
3528,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00392.jpg,261.jpg,RBC,414,515,1,78
247,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00314.jpg,20.jpg,RBC,336,437,127,217
2963,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00010.jpg,215.jpg,RBC,167,269,212,331
923,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00144.jpg,64.jpg,RBC,216,315,200,296
2055,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00300.jpg,149.jpg,RBC,474,581,168,278
2870,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00038.jpg,207.jpg,RBC,547,640,386,480
4001,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00292.jpg,298.jpg,RBC,199,294,312,409
3587,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00156.jpg,265.jpg,Platelets,534,586,370,426
3173,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00187.jpg,234.jpg,RBC,22,136,46,157
1020,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00075.jpg,72.jpg,RBC,345,447,221,329
1462,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00273.jpg,103.jpg,Platelets,15,49,53,92
2517,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00391.jpg,181.jpg,RBC,356,473,104,197
75,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00159.jpg,6.jpg,RBC,487,620,20,137
4674,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00283.jpg,347.jpg,RBC,54,147,73,181
3863,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00220.jpg,286.jpg,RBC,214,321,190,283
366,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00331.jpg,28.jpg,RBC,333,457,316,438
4581,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00120.jpg,341.jpg,RBC,100,198,49,135
65,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00299.jpg,5.jpg,RBC,480,587,301,409
68,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00299.jpg,5.jpg,RBC,102,233,9,140
2541,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00221.jpg,183.jpg,RBC,457,563,290,400
4704,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00339.jpg,350.jpg,RBC,136,259,329,442
2263,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00231.jpg,164.jpg,RBC,107,197,238,355
1973,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00166.jpg,143.jpg,RBC,383,491,353,468
1168,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00090.jpg,82.jpg,RBC,237,348,1,84
571,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00046.jpg,42.jpg,RBC,338,415,296,383
3097,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00177.jpg,228.jpg,RBC,323,453,6,122
1577,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00354.jpg,110.jpg,WBC,117,361,138,377
4446,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00223.jpg,331.jpg,RBC,531,613,68,172
2317,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00062.jpg,168.jpg,RBC,1,66,25,121
491,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00113.jpg,37.jpg,RBC,573,640,1,70
3254,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00101.jpg,241.jpg,RBC,240,361,39,146
3600,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00069.jpg,266.jpg,RBC,487,575,16,98
3484,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00342.jpg,258.jpg,WBC,111,420,106,362
3598,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00069.jpg,266.jpg,RBC,428,536,379,480
1781,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00100.jpg,127.jpg,RBC,494,596,137,237
1482,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00041.jpg,105.jpg,RBC,435,551,147,266
1220,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00266.jpg,86.jpg,RBC,52,163,88,181
1354,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00247.jpg,96.jpg,RBC,13,130,27,154
155,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00182.jpg,12.jpg,RBC,47,165,361,459
13,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00068.jpg,0.jpg,Platelets,382,423,89,128
413,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00295.jpg,32.jpg,RBC,488,601,303,408
3430,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00139.jpg,254.jpg,RBC,11,121,312,420
4257,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00336.jpg,319.jpg,RBC,177,273,25,132
4750,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00117.jpg,353.jpg,Platelets,209,242,310,347
1579,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00011.jpg,111.jpg,RBC,364,453,201,279
4192,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00021.jpg,313.jpg,RBC,50,170,229,343
4444,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00223.jpg,331.jpg,RBC,287,384,203,284
576,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00259.jpg,43.jpg,RBC,238,320,228,284
1342,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00115.jpg,95.jpg,RBC,110,194,214,316
4612,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00001.jpg,343.jpg,RBC,545,636,62,159
2284,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00384.jpg,166.jpg,RBC,173,305,274,360
698,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00317.jpg,51.jpg,RBC,525,634,356,462
623,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00366.jpg,45.jpg,RBC,529,634,327,419
4724,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00209.jpg,351.jpg,RBC,330,455,128,225
1810,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00110.jpg,129.jpg,RBC,284,393,202,290
4424,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00169.jpg,330.jpg,RBC,361,480,341,452
2540,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00221.jpg,183.jpg,RBC,534,640,323,433
2850,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00038.jpg,207.jpg,RBC,19,99,312,411
4361,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00167.jpg,325.jpg,RBC,507,621,79,185
1880,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00207.jpg,134.jpg,WBC,424,639,308,480
920,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00144.jpg,64.jpg,RBC,2,80,285,387
1296,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00243.jpg,92.jpg,RBC,37,145,187,279
2410,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00037.jpg,174.jpg,RBC,14,115,136,238
441,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00226.jpg,34.jpg,RBC,115,210,89,172
2577,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00364.jpg,185.jpg,WBC,325,545,1,162
816,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00245.jpg,58.jpg,RBC,270,361,255,363
1175,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00090.jpg,82.jpg,RBC,232,325,377,461
3319,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00387.jpg,246.jpg,WBC,202,430,236,478
1294,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00243.jpg,92.jpg,RBC,303,409,1,79
424,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00253.jpg,33.jpg,RBC,51,138,46,136
1388,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00020.jpg,98.jpg,RBC,460,567,59,166
4779,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00360.jpg,356.jpg,RBC,54,152,56,175
859,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00045.jpg,61.jpg,RBC,1,103,344,443
3782,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00365.jpg,280.jpg,RBC,525,616,185,296
1386,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00020.jpg,98.jpg,RBC,142,249,364,471
4551,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00074.jpg,339.jpg,RBC,408,525,239,342
2062,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00300.jpg,149.jpg,RBC,219,355,33,136
1014,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00172.jpg,71.jpg,RBC,566,640,274,386
3126,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00104.jpg,230.jpg,RBC,474,559,1,70
1186,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00404.jpg,83.jpg,RBC,188,292,355,447
779,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00367.jpg,56.jpg,RBC,386,492,360,453
3317,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00387.jpg,246.jpg,RBC,543,640,65,165
2039,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00028.jpg,148.jpg,RBC,1,82,185,272
3292,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00019.jpg,244.jpg,RBC,461,564,348,463
2567,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00364.jpg,185.jpg,RBC,189,281,292,400
3548,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00032.jpg,262.jpg,RBC,416,520,158,258
1980,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00166.jpg,143.jpg,WBC,1,225,332,479
4378,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00043.jpg,326.jpg,RBC,417,511,84,188
3710,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00305.jpg,274.jpg,RBC,86,198,202,313
4847,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00326.jpg,361.jpg,RBC,372,499,64,195
4482,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00279.jpg,334.jpg,RBC,161,270,163,267
935,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00095.jpg,65.jpg,RBC,244,363,407,480
2482,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00125.jpg,179.jpg,RBC,460,553,119,215
1704,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00026.jpg,122.jpg,RBC,424,535,270,386
1174,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00090.jpg,82.jpg,RBC,461,554,374,458
2437,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00338.jpg,176.jpg,RBC,163,289,31,131
2167,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00269.jpg,157.jpg,RBC,500,589,195,274
614,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00366.jpg,45.jpg,RBC,72,153,18,99
3206,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00201.jpg,237.jpg,RBC,388,494,135,231
2303,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00076.jpg,167.jpg,RBC,117,214,398,476
2833,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00319.jpg,206.jpg,RBC,416,512,371,478
2729,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00210.jpg,197.jpg,RBC,88,184,236,341
3617,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00382.jpg,267.jpg,RBC,319,433,258,366
2615,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00344.jpg,188.jpg,RBC,347,483,1,104
3147,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00164.jpg,232.jpg,RBC,353,448,39,135
3680,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00002.jpg,272.jpg,RBC,492,593,233,347
1937,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00165.jpg,140.jpg,RBC,266,373,385,480
2815,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00313.jpg,204.jpg,RBC,388,476,165,250
3360,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00340.jpg,250.jpg,RBC,56,171,93,213
3074,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00239.jpg,226.jpg,RBC,478,581,188,284
3768,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00063.jpg,279.jpg,RBC,169,257,371,452
2720,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00255.jpg,196.jpg,RBC,35,150,209,321
3513,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00216.jpg,260.jpg,RBC,79,203,26,134
42,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00234.jpg,3.jpg,RBC,578,640,86,196
261,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00004.jpg,21.jpg,RBC,288,390,33,131
2921,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00304.jpg,211.jpg,RBC,73,181,30,134
494,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00113.jpg,37.jpg,WBC,62,236,204,359
645,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00289.jpg,47.jpg,RBC,521,640,203,307
1466,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00189.jpg,104.jpg,RBC,483,587,156,303
3089,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00251.jpg,227.jpg,RBC,3,119,329,442
80,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00159.jpg,6.jpg,Platelets,149,191,78,117
953,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00254.jpg,66.jpg,Platelets,82,122,202,243
1268,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00039.jpg,90.jpg,RBC,417,518,304,405
3690,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00341.jpg,273.jpg,RBC,33,153,129,248
4755,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00141.jpg,354.jpg,RBC,393,511,334,437
2142,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00228.jpg,155.jpg,RBC,52,150,78,181
4751,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00117.jpg,353.jpg,WBC,242,466,87,301
1751,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00222.jpg,125.jpg,RBC,335,469,335,452
4297,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00035.jpg,321.jpg,Platelets,146,182,337,382
4086,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00170.jpg,305.jpg,RBC,1,97,233,330
1395,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00112.jpg,99.jpg,RBC,178,278,350,438
2256,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00408.jpg,163.jpg,Platelets,1,21,281,316
3435,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00219.jpg,255.jpg,RBC,256,367,154,263
3732,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00381.jpg,277.jpg,RBC,208,310,290,380
1152,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00099.jpg,81.jpg,RBC,410,521,244,362
2312,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00062.jpg,168.jpg,RBC,408,502,56,154
4301,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00024.jpg,322.jpg,WBC,310,471,1,128
3792,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00009.jpg,281.jpg,RBC,226,324,288,439
1210,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00285.jpg,85.jpg,WBC,181,400,254,468
575,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00259.jpg,43.jpg,RBC,168,270,374,477
2421,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00037.jpg,174.jpg,Platelets,364,397,63,101
3347,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00183.jpg,249.jpg,RBC,234,343,307,423
4743,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00117.jpg,353.jpg,RBC,186,290,54,174
2381,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00297.jpg,173.jpg,RBC,400,511,263,350
3682,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00002.jpg,272.jpg,RBC,264,365,60,174
2595,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00403.jpg,186.jpg,Platelets,564,615,1,44
1870,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00207.jpg,134.jpg,RBC,80,214,1,122
1036,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00140.jpg,73.jpg,WBC,239,375,100,242
2339,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00214.jpg,170.jpg,RBC,284,380,258,344
2779,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00370.jpg,201.jpg,RBC,323,433,47,143
4621,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00001.jpg,343.jpg,RBC,165,257,160,264
1753,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00222.jpg,125.jpg,RBC,38,150,78,175
2321,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00244.jpg,169.jpg,RBC,125,223,355,451
1163,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00099.jpg,81.jpg,RBC,137,232,338,448
2300,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00076.jpg,167.jpg,RBC,309,412,135,216
3545,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00032.jpg,262.jpg,RBC,464,558,101,198
3110,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00347.jpg,229.jpg,RBC,451,553,350,454
1852,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00135.jpg,132.jpg,Platelets,42,185,345,480
3137,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00104.jpg,230.jpg,RBC,496,578,245,343
1336,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00115.jpg,95.jpg,RBC,466,564,405,480
2088,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00398.jpg,151.jpg,RBC,206,320,247,330
3702,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00305.jpg,274.jpg,RBC,139,268,60,169
834,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00013.jpg,59.jpg,RBC,574,639,160,281
4592,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00407.jpg,342.jpg,RBC,329,451,58,168
4198,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00021.jpg,313.jpg,RBC,209,318,1,111
4137,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00111.jpg,308.jpg,RBC,23,136,44,142
3084,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00251.jpg,227.jpg,RBC,207,315,149,239
963,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00200.jpg,67.jpg,RBC,548,636,111,208
776,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00089.jpg,55.jpg,WBC,306,451,236,374
314,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00000.jpg,24.jpg,RBC,482,594,131,230
48,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00385.jpg,4.jpg,RBC,149,266,207,311
910,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00018.jpg,63.jpg,RBC,1,89,213,340
1070,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00005.jpg,76.jpg,RBC,414,518,42,170
2710,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00132.jpg,195.jpg,WBC,46,193,212,370
2660,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00048.jpg,191.jpg,RBC,380,479,349,460
3456,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00012.jpg,256.jpg,RBC,564,640,232,328
2705,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00132.jpg,195.jpg,RBC,255,373,40,152
2671,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00229.jpg,192.jpg,RBC,362,496,344,463
471,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00017.jpg,36.jpg,RBC,131,235,382,470
1330,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00115.jpg,95.jpg,RBC,23,126,294,393
2762,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00256.jpg,200.jpg,RBC,455,596,132,259
63,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00385.jpg,4.jpg,Platelets,206,258,1,54
2886,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00351.jpg,208.jpg,RBC,223,317,1,81
3255,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00101.jpg,241.jpg,RBC,354,462,79,179
1716,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00003.jpg,123.jpg,WBC,127,344,40,226
104,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00395.jpg,8.jpg,RBC,388,486,62,163
2351,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00214.jpg,170.jpg,Platelets,1,34,75,123
3392,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00242.jpg,252.jpg,RBC,444,534,96,189
950,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00254.jpg,66.jpg,RBC,110,220,32,151
1064,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00079.jpg,75.jpg,RBC,361,479,365,469
3211,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00201.jpg,237.jpg,Platelets,607,640,132,165
1464,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00189.jpg,104.jpg,RBC,385,502,66,191
4368,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00043.jpg,326.jpg,WBC,498,639,304,480
755,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00014.jpg,54.jpg,RBC,224,352,76,191
4379,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00043.jpg,326.jpg,RBC,4,98,1,104
3532,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00032.jpg,262.jpg,RBC,288,398,66,171
3185,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00205.jpg,235.jpg,RBC,316,416,1,64
1782,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00100.jpg,127.jpg,RBC,27,111,305,395
4742,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00117.jpg,353.jpg,RBC,426,528,383,480
1708,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00026.jpg,122.jpg,RBC,497,608,196,294
3594,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00069.jpg,266.jpg,RBC,325,445,134,238
1552,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00272.jpg,109.jpg,RBC,191,297,66,167
1396,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00112.jpg,99.jpg,RBC,162,262,141,229
328,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00375.jpg,25.jpg,Platelets,377,421,425,470
4433,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00169.jpg,330.jpg,RBC,453,546,1,87
1569,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00354.jpg,110.jpg,RBC,277,352,343,453
4513,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00049.jpg,336.jpg,RBC,423,507,265,356
1331,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00115.jpg,95.jpg,RBC,223,306,119,204
2099,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00398.jpg,151.jpg,WBC,187,394,44,265
4569,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00378.jpg,340.jpg,RBC,248,349,71,173
3477,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00342.jpg,258.jpg,RBC,470,580,100,210
2008,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00196.jpg,146.jpg,RBC,251,355,385,479
4312,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00024.jpg,322.jpg,RBC,570,640,252,390
4432,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00169.jpg,330.jpg,RBC,548,640,1,91
395,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00307.jpg,30.jpg,Platelets,477,523,411,440
543,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00333.jpg,41.jpg,RBC,376,500,31,152
1531,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00396.jpg,108.jpg,RBC,295,388,25,129
4452,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00077.jpg,332.jpg,RBC,10,94,163,258
3129,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00104.jpg,230.jpg,RBC,342,429,25,110
4635,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00190.jpg,344.jpg,WBC,181,396,115,326
1699,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00026.jpg,122.jpg,RBC,114,223,154,265
1207,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00285.jpg,85.jpg,RBC,530,640,381,480
2095,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00398.jpg,151.jpg,RBC,23,142,377,480
